time,close,open,low,high,volume,spread
2005-01-01 23:00:00,1.6288,1.6266,1.6262,1.6377,328.0,0.0015000000000000568
2005-01-02 23:00:00,1.626,1.6289,1.6158,1.6351,48994.0,0.000400000000000178
2005-01-03 23:00:00,1.6257,1.626,1.6206,1.6301,63076.0,0.000400000000000178
2005-01-04 23:00:00,1.625,1.6256,1.6201,1.6326,60152.0,0.00039999999999995595
2005-01-05 23:00:00,1.6271,1.625,1.6196,1.6323,58543.0,0.00039999999999995595
2005-01-06 23:00:00,1.607,1.627,1.606,1.6328,57379.0,0.0015000000000000568
2005-01-08 23:00:00,1.6101,1.6067,1.6064,1.6101,257.0,0.0014999999999998348
2005-01-09 23:00:00,1.5991,1.6098,1.5946,1.6109,51639.0,0.00039999999999995595
2005-01-10 23:00:00,1.598,1.5992,1.5955,1.6057,56298.0,0.00039999999999995595
2005-01-11 23:00:00,1.5931,1.5982,1.5859,1.6016,56892.0,0.00039999999999995595
2005-01-12 23:00:00,1.59,1.5932,1.5846,1.5956,55158.0,0.00039999999999995595
2005-01-13 23:00:00,1.5955,1.59,1.5829,1.6004,70573.0,0.0015000000000000568
2005-01-15 23:00:00,1.5943,1.5949,1.5934,1.595,830.0,0.0015000000000000568
2005-01-16 23:00:00,1.5908,1.5943,1.5871,1.5967,34066.0,0.0004999999999999449
2005-01-17 23:00:00,1.5917,1.5908,1.5878,1.5993,58163.0,0.000400000000000178
2005-01-18 23:00:00,1.5971,1.5916,1.5895,1.6015,58804.0,0.00039999999999995595
2005-01-19 23:00:00,1.6,1.5971,1.5916,1.6016,60575.0,0.00039999999999995595
2005-01-20 23:00:00,1.593,1.6,1.5888,1.6,54375.0,0.0015000000000000568
2005-01-21 23:00:00,1.5928,1.5928,1.5928,1.5929,10.0,0.0015000000000000568
2005-01-22 23:00:00,1.5923,1.5934,1.5919,1.5939,461.0,0.0015000000000000568
2005-01-23 23:00:00,1.5999,1.5925,1.5888,1.6012,51391.0,0.00039999999999995595
2005-01-24 23:00:00,1.6033,1.5999,1.5923,1.6147,60446.0,0.00039999999999995595
2005-01-25 23:00:00,1.6106,1.6035,1.6011,1.616,57566.0,0.00039999999999995595
2005-01-26 23:00:00,1.6141,1.6107,1.609,1.6189,58672.0,0.00039999999999995595
2005-01-27 23:00:00,1.6144,1.6138,1.6131,1.622,52449.0,0.0014999999999998348
2005-01-28 23:00:00,1.6144,1.6143,1.6143,1.6144,2.0,0.0014999999999998348
2005-01-29 23:00:00,1.6148,1.6134,1.6134,1.6155,255.0,0.0015000000000000568
2005-01-30 23:00:00,1.6164,1.6148,1.6104,1.6204,54804.0,0.00039999999999995595
2005-01-31 23:00:00,1.6128,1.6164,1.6087,1.6199,54126.0,0.00039999999999995595
2005-02-01 23:00:00,1.6131,1.613,1.6061,1.618,54884.0,0.00039999999999995595
2005-02-02 23:00:00,1.6097,1.6132,1.608,1.6158,48919.0,0.000400000000000178
2005-02-03 23:00:00,1.6074,1.6096,1.6048,1.6174,52384.0,0.0015000000000000568
