time,close,open,low,high,volume,spread
2005-01-01 23:00:00,2.9905,2.9864,2.9833,2.9928,598.0,0.050000000000000266
2005-01-02 23:00:00,3.0144,2.9907,2.9796,3.035,62614.0,0.029999999999999805
2005-01-03 23:00:00,3.0887,3.0144,3.0098,3.1042,71696.0,0.012500000000000178
2005-01-04 23:00:00,3.09,3.089,3.0865,3.1367,65814.0,0.015000000000000124
2005-01-05 23:00:00,3.1072,3.09,3.0882,3.1319,60239.0,0.012499999999999734
2005-01-06 23:00:00,3.1086,3.107,3.0806,3.1409,60247.0,0.04999999999999982
2005-01-08 23:00:00,3.1101,3.1091,3.1091,3.1108,312.0,0.04999999999999982
2005-01-09 23:00:00,3.0988,3.1095,3.0953,3.1329,53040.0,0.012499999999999734
2005-01-10 23:00:00,3.0881,3.0987,3.0807,3.1,58068.0,0.012500000000000178
2005-01-11 23:00:00,3.0601,3.0878,3.0548,3.1083,59524.0,0.012500000000000178
2005-01-12 23:00:00,3.0609,3.0603,3.0577,3.0919,55410.0,0.012499999999999734
2005-01-13 23:00:00,3.0805,3.0611,3.0607,3.1225,74616.0,0.050000000000000266
2005-01-15 23:00:00,3.0826,3.0817,3.0805,3.0871,1087.0,0.050000000000000266
2005-01-16 23:00:00,3.1086,3.0826,3.0802,3.1163,39233.0,0.012500000000000178
2005-01-17 23:00:00,3.1419,3.1086,3.1025,3.1509,65334.0,0.012499999999999734
2005-01-18 23:00:00,3.1337,3.1419,3.1107,3.1463,68123.0,0.012499999999999734
2005-01-19 23:00:00,3.1516,3.1337,3.1222,3.1976,69231.0,0.012499999999999734
2005-01-20 23:00:00,3.1062,3.1515,3.1017,3.1619,62449.0,0.050000000000000266
2005-01-21 23:00:00,3.1066,3.1056,3.1056,3.1066,5.0,0.050000000000000266
2005-01-22 23:00:00,3.1018,3.1054,3.0991,3.1054,637.0,0.050000000000000266
2005-01-23 23:00:00,3.1053,3.102,3.0994,3.1208,54177.0,0.012499999999999734
2005-01-24 23:00:00,3.1347,3.1053,3.1048,3.1479,60634.0,0.012500000000000178
2005-01-25 23:00:00,3.1089,3.135,3.0964,3.1413,53753.0,0.012499999999999734
2005-01-26 23:00:00,3.1079,3.1087,3.0929,3.1204,54883.0,0.012500000000000178
2005-01-27 23:00:00,3.0803,3.1081,3.0781,3.125,51580.0,0.050000000000000266
2005-01-29 23:00:00,3.0858,3.0822,3.0808,3.0866,298.0,0.050000000000000266
2005-01-30 23:00:00,3.1104,3.0858,3.0851,3.1318,53285.0,0.012500000000000178
2005-01-31 23:00:00,3.1042,3.1104,3.0991,3.1169,52211.0,0.012499999999999734
2005-02-01 23:00:00,3.0783,3.1039,3.0745,3.1129,54446.0,0.012500000000000178
2005-02-02 23:00:00,3.0619,3.0784,3.0533,3.0895,49603.0,0.015000000000000124
2005-02-03 23:00:00,3.059,3.0622,3.0491,3.0825,50670.0,0.04999999999999982
2005-02-04 23:00:00,3.0878,3.0592,3.0588,3.0878,90.0,0.04999999999999982
2005-02-05 23:00:00,3.0625,3.0632,3.0604,3.0633,960.0,0.04999999999999982
2005-02-06 23:00:00,3.0974,3.0628,3.0601,3.1043,51998.0,0.012500000000000178
2005-02-07 23:00:00,3.1273,3.0973,3.0933,3.1384,47940.0,0.012500000000000178
2005-02-08 23:00:00,3.1144,3.1273,3.1127,3.1535,51902.0,0.012500000000000178
2005-02-09 23:00:00,3.108,3.1142,3.102,3.1426,51191.0,0.015000000000000124
2005-02-10 23:00:00,3.0912,3.108,3.0895,3.1381,42745.0,0.04999999999999982
2005-02-11 23:00:00,3.0912,3.0912,3.0912,3.0912,2.0,0.04999999999999982
2005-02-12 23:00:00,3.0909,3.0924,3.0896,3.0926,293.0,0.04999999999999982
2005-02-13 23:00:00,3.0801,3.0919,3.0771,3.1086,45690.0,0.012500000000000178
2005-02-14 23:00:00,3.0466,3.0806,3.0435,3.0856,52437.0,0.012499999999999734
2005-02-15 23:00:00,3.051,3.0466,3.0384,3.0874,55431.0,0.01499999999999968
2005-02-16 23:00:00,3.0489,3.0513,3.0437,3.0702,52342.0,0.012499999999999734
2005-02-17 23:00:00,3.0274,3.0489,3.0259,3.0665,42573.0,0.04999999999999982
2005-02-19 23:00:00,3.0289,3.0248,3.0248,3.0303,684.0,0.04999999999999982
2005-02-20 23:00:00,3.0461,3.0289,3.0258,3.0563,26197.0,0.012500000000000178
2005-02-21 23:00:00,2.9793,3.0461,2.9777,3.0485,53427.0,0.012500000000000178
2005-02-22 23:00:00,2.9723,2.9793,2.9697,2.998,55866.0,0.012499999999999734
2005-02-23 23:00:00,2.9772,2.972,2.9639,2.9947,55957.0,0.015000000000000124
2005-02-24 23:00:00,2.9284,2.9772,2.9276,2.9847,54593.0,0.050000000000000266
2005-02-25 23:00:00,2.9284,2.9284,2.9284,2.9284,1.0,0.050000000000000266
2005-02-26 23:00:00,2.9294,2.9289,2.9288,2.9301,184.0,0.050000000000000266
2005-02-27 23:00:00,2.9342,2.9294,2.9259,2.9693,51414.0,0.012499999999999734
2005-02-28 23:00:00,2.9618,2.9338,2.928,2.9712,53201.0,0.01499999999999968
2005-03-01 23:00:00,2.9917,2.9618,2.9575,3.0064,50029.0,0.012500000000000178
2005-03-02 23:00:00,2.9936,2.9917,2.9646,3.0068,45995.0,0.012500000000000178
2005-03-03 23:00:00,2.9248,2.9936,2.9182,3.0088,44063.0,0.050000000000000266
2005-03-04 23:00:00,2.9249,2.9249,2.9249,2.9249,2.0,0.04999999999999982
2005-03-05 23:00:00,2.9239,2.9247,2.9235,2.9261,275.0,0.04999999999999982
2005-03-06 23:00:00,2.9344,2.9239,2.9237,2.9495,41175.0,0.012499999999999734
2005-03-07 23:00:00,2.9107,2.9342,2.9062,2.9429,45828.0,0.012500000000000178
2005-03-08 23:00:00,2.9129,2.9107,2.9009,2.9382,53009.0,0.012499999999999734
2005-03-09 23:00:00,2.9563,2.9126,2.9006,2.9741,61144.0,0.012499999999999734
2005-03-10 23:00:00,2.9114,2.9496,2.9112,2.9655,49580.0,0.04999999999999982
2005-03-11 23:00:00,2.9115,2.9115,2.9115,2.9115,1.0,0.04999999999999982
2005-03-12 23:00:00,2.9105,2.9122,2.9061,2.9122,342.0,0.050000000000000266
2005-03-13 23:00:00,2.9905,2.911,2.9091,3.0067,49155.0,0.012500000000000178
2005-03-14 23:00:00,3.0438,2.9905,2.9843,3.0455,50530.0,0.009999999999999787
2005-03-15 23:00:00,3.0389,3.044,3.0199,3.0661,51355.0,0.010000000000000231
2005-03-16 23:00:00,3.0443,3.0387,3.035,3.0955,50396.0,0.010000000000000231
2005-03-17 23:00:00,3.0068,3.0443,3.0063,3.0639,44245.0,0.04999999999999982
2005-03-19 23:00:00,3.0079,3.0074,3.0057,3.0081,379.0,0.050000000000000266
2005-03-20 23:00:00,3.0829,3.0079,3.0063,3.1316,49491.0,0.012500000000000178
2005-03-21 23:00:00,3.139,3.0829,3.0682,3.1402,50148.0,0.012500000000000178
2005-03-22 23:00:00,3.1933,3.1404,3.1253,3.198,56349.0,0.0050000000000003375
2005-03-23 23:00:00,3.1779,3.1926,3.158,3.1959,47675.0,0.012499999999999734
2005-03-24 23:00:00,3.1603,3.1776,3.1601,3.184,7592.0,0.050000000000000266
2005-03-26 23:00:00,3.1602,3.1617,3.1585,3.1617,283.0,0.04999999999999982
2005-03-28 00:00:00,3.225,3.1602,3.1596,3.2502,23195.0,0.015000000000000124
2005-03-29 00:00:00,3.2041,3.225,3.1912,3.2277,48503.0,0.015000000000000124
2005-03-30 00:00:00,3.1674,3.2038,3.1542,3.2046,52521.0,0.01499999999999968
2005-03-31 00:00:00,3.155,3.1674,3.1325,3.1684,51712.0,0.012500000000000178
2005-04-01 00:00:00,3.1592,3.155,3.1071,3.1847,49142.0,0.050000000000000266
2005-04-03 00:00:00,3.1552,3.1603,3.1535,3.1603,115.0,0.050000000000000266
