index,time,close,open,low,high,volume,spread,hurst,half_life
10,2010-01-04 10:00:00,26.34506,26.35217,26.31702,26.35625,630.0,0.0174999999999982,1000.0,0.0
30,2010-01-05 10:00:00,26.23797,26.24308,26.21902,26.25074,519.0,0.0174999999999982,1000.0,0.0
48,2010-01-06 10:00:00,26.26407,26.25302,26.2452,26.28185,537.0,0.0199999999999995,1000.0,0.0
68,2010-01-07 10:00:00,26.2722,26.3269,26.26219,26.34689,990.0,0.0249999999999985,1000.0,0.0
88,2010-01-08 10:00:00,26.29761,26.30934,26.27671,26.31,440.0,0.0175000000000018,1000.0,0.0
112,2010-01-11 10:00:00,26.20219,26.19697,26.1695,26.22374,871.0,0.0174999999999982,1000.0,0.0
133,2010-01-12 10:00:00,26.22072,26.25814,26.20137,26.26647,390.0,0.0150000000000005,1000.0,0.0
152,2010-01-13 10:00:00,26.16561,26.18659,26.15276,26.18659,796.0,0.0249999999999985,1000.0,0.0
171,2010-01-14 10:00:00,25.97928,26.078,25.95801,26.078,1273.0,0.0150000000000005,1000.0,0.0
193,2010-01-15 10:00:00,25.82751,25.85545,25.81537,25.86701,930.0,0.0249999999999985,1000.0,0.0
216,2010-01-18 10:00:00,25.8808,25.8741,25.86235,25.89239,272.0,0.0174999999999982,1000.0,0.0
239,2010-01-19 10:00:00,25.80206,25.79187,25.78586,25.82714,1346.0,0.0350000000000001,1000.0,0.0
261,2010-01-20 10:00:00,25.88266,25.88034,25.86622,25.88365,192.0,0.0174999999999982,1000.0,0.0
284,2010-01-21 10:00:00,26.03153,25.99829,25.98625,26.06753,1076.0,0.0174999999999982,1000.0,0.0
305,2010-01-22 10:00:00,26.05053,26.05919,26.03527,26.06791,683.0,0.0150000000000005,1000.0,0.0
329,2010-01-25 10:00:00,25.99744,26.02445,25.98331,26.02704,411.0,0.0124999999999992,1000.0,0.0
350,2010-01-26 10:00:00,26.05125,26.10203,26.03251,26.11293,723.0,0.0150000000000005,1000.0,0.0
370,2010-01-27 10:00:00,26.15066,26.15923,26.11342,26.1632,934.0,0.0150000000000005,1000.0,0.0
391,2010-01-28 10:00:00,26.16454,26.13134,26.09869,26.16516,814.0,0.0150000000000005,1000.0,0.0
