index,time,close,open,low,high,volume,spread,hurst,half_life
15,2010-01-04 10:00:00,5.16928,5.18994,5.16859,5.19036,2700.0,0.0007999999999999,1000.0,0.0
39,2010-01-05 10:00:00,5.15564,5.1604,5.15362,5.16222,2105.0,0.0007000000000001,1000.0,0.0
63,2010-01-06 10:00:00,5.17529,5.18453,5.17322,5.18598,2361.0,0.0006999999999992,1000.0,0.0
87,2010-01-07 10:00:00,5.18385,5.18019,5.17347,5.1846,1755.0,0.0006500000000002,1000.0,0.0
111,2010-01-08 10:00:00,5.19491,5.19217,5.1907,5.19567,1752.0,0.0007000000000001,1000.0,0.0
140,2010-01-11 10:00:00,5.12347,5.1246,5.11889,5.12942,1970.0,0.0007000000000001,1000.0,0.0
164,2010-01-12 10:00:00,5.13462,5.13698,5.13392,5.14219,2197.0,0.0007000000000001,1000.0,0.0
188,2010-01-13 10:00:00,5.13069,5.13702,5.12708,5.1374,2282.0,0.0006999999999992,1000.0,0.0
212,2010-01-14 10:00:00,5.12888,5.12344,5.11988,5.13015,1773.0,0.0005000000000006,1000.0,0.0
236,2010-01-15 10:00:00,5.16266,5.16475,5.15973,5.16698,1593.0,0.00075,1000.0,0.0
264,2010-01-18 10:00:00,5.17672,5.17684,5.17594,5.18013,1273.0,0.0006499999999993,1000.0,0.0
288,2010-01-19 10:00:00,5.18432,5.16843,5.16838,5.18452,2218.0,0.0005000000000006,1000.0,0.0
312,2010-01-20 10:00:00,5.24583,5.2402,5.23339,5.24595,2463.0,0.00075,1000.0,0.0
336,2010-01-21 10:00:00,5.29441,5.28617,5.2856,5.29895,3365.0,0.00075,1000.0,0.0
360,2010-01-22 10:00:00,5.25557,5.26328,5.25391,5.26693,2470.0,0.00075,1000.0,0.0
389,2010-01-25 10:00:00,5.26104,5.2603,5.25852,5.26706,2004.0,0.0006499999999993,1000.0,0.0
413,2010-01-26 10:00:00,5.28067,5.28436,5.27527,5.28572,3480.0,0.00075,1000.0,0.0
437,2010-01-27 10:00:00,5.29578,5.30635,5.29268,5.30635,2389.0,0.0007000000000001,1000.0,0.0
461,2010-01-28 10:00:00,5.30594,5.30235,5.29999,5.30836,1887.0,0.00075,1000.0,0.0
485,2010-01-29 10:00:00,5.32988,5.32532,5.32163,5.33033,2301.0,0.0006500000000002,1000.0,0.0
514,2010-02-01 10:00:00,5.35045,5.35813,5.35037,5.35819,2341.0,0.0006999999999992,1000.0,0.0
538,2010-02-02 10:00:00,5.34316,5.34879,5.34029,5.35127,1756.0,0.0006500000000002,1000.0,0.0
562,2010-02-03 10:00:00,5.31316,5.31561,5.3077,5.31561,2678.0,0.0006500000000002,1000.0,0.0
586,2010-02-04 10:00:00,5.37732,5.37471,5.37463,5.38385,2540.0,0.00075,1000.0,0.0
610,2010-02-05 10:00:00,5.44369,5.43674,5.4322,5.44486,2859.0,0.00075,1000.0,0.0
639,2010-02-08 10:00:00,5.43623,5.43275,5.42795,5.43954,2114.0,0.0007000000000001,1000.0,0.0
663,2010-02-09 10:00:00,5.42209,5.42699,5.4158,5.4281,2164.0,0.0004999999999997,1000.0,0.0
687,2010-02-10 10:00:00,5.40302,5.41,5.4017,5.41,1986.0,0.0005000000000006,1000.0,0.0
711,2010-02-11 10:00:00,5.41473,5.4098,5.40886,5.41766,2221.0,0.0006500000000002,1000.0,0.0
735,2010-02-12 10:00:00,5.48585,5.46334,5.45931,5.48699,2603.0,0.0004999999999997,1000.0,0.0
764,2010-02-15 10:00:00,5.46853,5.47557,5.46722,5.47628,1307.0,0.0006499999999993,1000.0,0.0
788,2010-02-16 10:00:00,5.45394,5.44639,5.44516,5.45624,1970.0,0.0006499999999993,1000.0,0.0
812,2010-02-17 10:00:00,5.41424,5.40362,5.4035,5.41613,2341.0,0.0006499999999993,1000.0,0.0
836,2010-02-18 10:00:00,5.48374,5.48916,5.47936,5.49419,2567.0,0.0006500000000002,1000.0,0.0
860,2010-02-19 10:00:00,5.51569,5.51504,5.50661,5.51657,3137.0,0.0007000000000001,1000.0,0.0
889,2010-02-22 10:00:00,5.46801,5.47319,5.46279,5.47552,2118.0,0.00075,1000.0,0.0
913,2010-02-23 10:00:00,5.45825,5.43753,5.43753,5.45828,3590.0,0.0007000000000001,1000.0,0.0
937,2010-02-24 10:00:00,5.49901,5.50213,5.49865,5.50748,2416.0,0.0007299999999998,1000.0,0.0
961,2010-02-25 10:00:00,5.51705,5.51763,5.5135,5.52449,2526.0,0.0007000000000001,1000.0,0.0
985,2010-02-26 10:00:00,5.47391,5.48359,5.46659,5.48618,2915.0,0.0007000000000001,1000.0,0.0
1014,2010-03-01 10:00:00,5.45696,5.45888,5.45045,5.46041,2192.0,0.00075,1000.0,0.0
1038,2010-03-02 10:00:00,5.51786,5.51866,5.51488,5.53919,4940.0,0.0005000000000006,1000.0,0.0
1062,2010-03-03 10:00:00,5.45825,5.46069,5.44639,5.461,3807.0,0.00075,1000.0,0.0
1086,2010-03-04 10:00:00,5.45228,5.4454,5.4445,5.45281,1924.0,0.00075,1000.0,0.0
1110,2010-03-05 10:00:00,5.4754,5.47393,5.46889,5.47598,1934.0,0.0007000000000001,1000.0,0.0
1139,2010-03-08 10:00:00,5.44637,5.44464,5.44058,5.44821,1651.0,0.0006700000000003,1000.0,0.0
1163,2010-03-09 10:00:00,5.47332,5.47288,5.47173,5.48099,2794.0,0.0006499999999993,1000.0,0.0
1187,2010-03-10 10:00:00,5.47789,5.48341,5.47323,5.48494,2890.0,0.0006499999999993,1000.0,0.0
1211,2010-03-11 10:00:00,5.44894,5.44885,5.44721,5.45481,1584.0,0.0006499999999993,1000.0,0.0
1235,2010-03-12 10:00:00,5.40792,5.42247,5.40615,5.42502,2919.0,0.0006500000000002,1000.0,0.0
1264,2010-03-15 10:00:00,5.4283,5.41825,5.41825,5.4283,1943.0,0.0006500000000002,1000.0,0.0
1288,2010-03-16 10:00:00,5.433,5.43999,5.43194,5.44125,1417.0,0.0006500000000002,1000.0,0.0
1312,2010-03-17 10:00:00,5.40127,5.40054,5.39945,5.40742,2513.0,0.0006499999999993,1000.0,0.0
1336,2010-03-18 10:00:00,5.43483,5.44282,5.43263,5.44664,2088.0,0.0006500000000002,1000.0,0.0
1360,2010-03-19 10:00:00,5.48436,5.4748,5.47075,5.4862,2050.0,0.0006000000000003,1000.0,0.0
1388,2010-03-22 10:00:00,5.505,5.49405,5.49255,5.50621,1745.0,0.0006500000000002,1000.0,0.0
1412,2010-03-23 10:00:00,5.50174,5.50142,5.49719,5.50391,2160.0,0.0006500000000002,1000.0,0.0
