index,time,close,open,low,high,volume,spread,hurst,half_life
15,2010-01-04 10:00:00,133.578,133.114,133.079,133.59,2055.0,0.0240000000000009,1000.0,0.0
39,2010-01-05 10:00:00,132.598,132.542,132.475,132.707,1851.0,0.0229999999999961,1000.0,0.0
63,2010-01-06 10:00:00,132.747,132.13,132.118,132.8,2070.0,0.0239999999999724,1000.0,0.0
87,2010-01-07 10:00:00,133.284,133.127,133.127,133.461,1825.0,0.0450000000000159,1000.0,0.0
111,2010-01-08 10:00:00,133.368,133.41,133.041,133.419,2040.0,0.0219999999999913,1000.0,0.0
140,2010-01-11 10:00:00,134.262,134.028,134.004,134.274,1410.0,0.0260000000000104,1000.0,0.0
164,2010-01-12 10:00:00,133.04,133.113,132.756,133.138,1968.0,0.0240000000000009,1000.0,0.0
188,2010-01-13 10:00:00,132.558,132.429,132.295,132.704,2225.0,0.0450000000000159,1000.0,0.0
212,2010-01-14 10:00:00,133.265,133.386,133.262,133.634,1748.0,0.0220000000000197,1000.0,0.0
236,2010-01-15 10:00:00,130.84,130.748,130.748,130.958,1311.0,0.0449999999999874,1000.0,0.0
265,2010-01-18 10:00:00,130.707,130.853,130.653,130.86,1062.0,0.0229999999999961,1000.0,0.0
289,2010-01-19 10:00:00,130.028,130.155,130.021,130.264,2054.0,0.0999999999999943,1000.0,0.0
313,2010-01-20 10:00:00,129.03,129.148,128.965,129.21,1855.0,0.0219999999999913,1000.0,0.0
337,2010-01-21 10:00:00,128.95,129.072,128.702,129.106,2154.0,0.0220000000000197,1000.0,0.0
361,2010-01-22 10:00:00,127.981,127.657,127.511,128.193,2806.0,0.0229999999999961,1000.0,0.0
390,2010-01-25 10:00:00,127.686,127.634,127.529,127.763,1454.0,0.0219999999999913,1000.0,0.0
414,2010-01-26 10:00:00,126.235,126.761,125.922,126.963,4204.0,0.0210000000000007,1000.0,0.0
438,2010-01-27 10:00:00,125.637,125.474,125.419,125.772,1838.0,0.0210000000000007,1000.0,0.0
462,2010-01-28 10:00:00,126.772,126.918,126.705,127.056,1970.0,0.0219999999999913,1000.0,0.0
486,2010-01-29 10:00:00,125.883,126.12,125.85,126.25,1921.0,0.0450000000000017,1000.0,0.0
515,2010-02-01 10:00:00,125.661,125.651,125.555,125.796,1536.0,0.0220000000000055,1000.0,0.0
539,2010-02-02 10:00:00,126.306,126.112,126.011,126.376,1655.0,0.0220000000000055,1000.0,0.0
563,2010-02-03 10:00:00,126.584,126.228,126.209,126.599,1708.0,0.0219999999999913,1000.0,0.0
587,2010-02-04 10:00:00,125.795,125.682,125.494,125.875,1724.0,0.019999999999996,1000.0,0.0
611,2010-02-05 10:00:00,122.301,122.767,122.301,122.897,3391.0,0.0240000000000009,1000.0,0.0
640,2010-02-08 10:00:00,122.4,122.645,122.301,122.772,2013.0,0.0180000000000006,1000.0,0.0
664,2010-02-09 10:00:00,123.131,122.823,122.803,123.282,1553.0,0.0450000000000017,1000.0,0.0
688,2010-02-10 10:00:00,123.577,123.273,123.273,123.578,1346.0,0.0210000000000007,1000.0,0.0
712,2010-02-11 10:00:00,123.603,123.876,123.501,123.883,1732.0,0.0200000000000102,1000.0,0.0
736,2010-02-12 10:00:00,122.008,122.868,121.995,123.009,2068.0,0.0450000000000017,1000.0,0.0
766,2010-02-15 10:00:00,122.459,122.43,122.384,122.6,1182.0,0.0210000000000007,1000.0,0.0
790,2010-02-16 10:00:00,122.767,122.835,122.68,122.971,1499.0,0.0220000000000055,1000.0,0.0
814,2010-02-17 10:00:00,124.56,124.488,124.347,124.695,2788.0,0.0189999999999912,1000.0,0.0
838,2010-02-18 10:00:00,123.232,123.261,123.151,123.411,2357.0,0.0190000000000054,1000.0,0.0
862,2010-02-19 10:00:00,123.852,123.819,123.805,123.973,2189.0,0.0219999999999913,1000.0,0.0
892,2010-02-22 10:00:00,124.467,124.522,124.431,124.72,1711.0,0.019999999999996,1000.0,0.0
916,2010-02-23 10:00:00,124.022,124.351,124.019,124.373,2247.0,0.019999999999996,1000.0,0.0
940,2010-02-24 10:00:00,121.985,121.93,121.61,122.019,2002.0,0.019999999999996,1000.0,0.0
964,2010-02-25 10:00:00,120.517,120.657,120.344,120.657,2253.0,0.0200000000000102,1000.0,0.0
988,2010-02-26 10:00:00,121.341,121.196,121.105,121.517,2674.0,0.0190000000000054,1000.0,0.0
1018,2010-03-01 10:00:00,121.711,121.747,121.71,121.894,1611.0,0.0450000000000017,1000.0,0.0
1042,2010-03-02 10:00:00,120.045,120.095,119.763,120.274,3285.0,0.0450000000000017,1000.0,0.0
1066,2010-03-03 10:00:00,120.964,120.838,120.784,121.171,3057.0,0.0190000000000054,1000.0,0.0
1090,2010-03-04 10:00:00,120.767,120.794,120.637,120.931,1869.0,0.0450000000000017,1000.0,0.0
1114,2010-03-05 10:00:00,121.269,121.35,121.267,121.452,1744.0,0.0189999999999912,1000.0,0.0
1144,2010-03-08 10:00:00,123.247,123.362,123.208,123.497,1735.0,0.0190000000000054,1000.0,0.0
1168,2010-03-09 10:00:00,122.002,122.164,121.704,122.211,3381.0,0.0190000000000054,1000.0,0.0
1192,2010-03-10 10:00:00,122.655,122.402,122.371,122.846,2885.0,0.0190000000000054,1000.0,0.0
1216,2010-03-11 10:00:00,123.598,123.53,123.362,123.62,1663.0,0.0190000000000054,1000.0,0.0
1240,2010-03-12 10:00:00,124.243,124.199,124.13,124.276,1948.0,0.0200000000000102,1000.0,0.0
1269,2010-03-15 10:00:00,124.279,124.513,124.271,124.554,1898.0,0.0190000000000054,1000.0,0.0
1293,2010-03-16 10:00:00,124.038,123.731,123.705,124.062,1761.0,0.0450000000000017,1000.0,0.0
1317,2010-03-17 10:00:00,124.809,124.853,124.747,124.964,2564.0,0.0190000000000054,1000.0,0.0
1341,2010-03-18 10:00:00,123.356,123.095,122.647,123.467,3464.0,0.0450000000000017,1000.0,0.0
1365,2010-03-19 10:00:00,122.719,122.931,122.653,123.049,1751.0,0.0190000000000054,1000.0,0.0
1393,2010-03-22 10:00:00,122.348,122.591,122.317,122.62,1588.0,0.0190000000000054,1000.0,0.0
1417,2010-03-23 10:00:00,122.133,122.077,122.019,122.368,2224.0,0.0190000000000054,1000.0,0.0
1441,2010-03-24 10:00:00,121.997,121.777,121.73,122.11,3843.0,0.0300000000000011,1000.0,0.0
1465,2010-03-25 10:00:00,122.627,122.601,122.56,122.815,2831.0,0.0190000000000054,1000.0,0.0
1489,2010-03-26 10:00:00,123.672,123.742,123.531,123.86,2468.0,0.0190000000000054,1000.0,0.0
1516,2010-03-29 10:00:00,124.64,125.039,124.64,125.051,2608.0,0.0450000000000017,1000.0,0.0
1540,2010-03-30 10:00:00,124.723,125.018,124.531,125.018,3330.0,0.0190000000000054,1000.0,0.0
