index,time,close,open,low,high,volume,spread,hurst,half_life
15,2010-01-04 10:00:00,0.88821,0.88751,0.88662,0.88834,2843.0,9.9999999999989e-05,1000.0,0.0
39,2010-01-05 10:00:00,0.89901,0.89862,0.89689,0.89961,2031.0,9.00000000000345e-05,1000.0,0.0
63,2010-01-06 10:00:00,0.89725,0.89461,0.89414,0.89793,1967.0,9.00000000000345e-05,1000.0,0.0
87,2010-01-07 10:00:00,0.90053,0.90198,0.9005,0.90215,1323.0,0.0002999999999999,1000.0,0.0
111,2010-01-08 10:00:00,0.89337,0.89469,0.89312,0.89469,1647.0,9.00000000000345e-05,1000.0,0.0
140,2010-01-11 10:00:00,0.89933,0.90027,0.89918,0.90075,1068.0,9.00000000000345e-05,1000.0,0.0
164,2010-01-12 10:00:00,0.89798,0.89954,0.89774,0.89998,1710.0,9.00000000000345e-05,1000.0,0.0
188,2010-01-13 10:00:00,0.8927,0.89323,0.89145,0.89357,2373.0,0.0002999999999999,1000.0,0.0
212,2010-01-14 10:00:00,0.89088,0.89122,0.89051,0.89143,1337.0,9.00000000000345e-05,1000.0,0.0
236,2010-01-15 10:00:00,0.88396,0.88231,0.88228,0.88418,1059.0,9.00000000000345e-05,1000.0,0.0
265,2010-01-18 10:00:00,0.8796,0.87912,0.87874,0.88035,1324.0,8.999999999992347e-05,1000.0,0.0
289,2010-01-19 10:00:00,0.87403,0.87859,0.8737,0.87883,3204.0,0.001,1000.0,0.0
313,2010-01-20 10:00:00,0.87013,0.87218,0.86971,0.87316,2188.0,0.00018,1000.0,0.0
337,2010-01-21 10:00:00,0.87026,0.86985,0.86789,0.87046,2441.0,8.999999999992347e-05,1000.0,0.0
361,2010-01-22 10:00:00,0.87283,0.86922,0.86912,0.87363,2507.0,9.00000000000345e-05,1000.0,0.0
390,2010-01-25 10:00:00,0.87559,0.87562,0.87501,0.87599,1126.0,9.00000000000345e-05,1000.0,0.0
414,2010-01-26 10:00:00,0.8735,0.86716,0.86707,0.87431,3374.0,8.999999999992347e-05,1000.0,0.0
438,2010-01-27 10:00:00,0.86841,0.87038,0.86807,0.8706,1779.0,9.00000000000345e-05,1000.0,0.0
462,2010-01-28 10:00:00,0.86292,0.8627,0.86257,0.86326,1357.0,9.00000000000345e-05,1000.0,0.0
