index,time,close,open,low,high,volume,spread,hurst,half_life
15,2010-01-04 10:00:00,187.055,187.922,187.037,188.007,735.0,0.2999999999999829,1000.0,0.0
39,2010-01-05 10:00:00,185.913,186.061,185.7,186.16,605.0,0.25,1000.0,0.0
63,2010-01-06 10:00:00,187.113,187.384,187.036,187.431,587.0,0.3499999999999943,1000.0,0.0
87,2010-01-07 10:00:00,187.448,187.375,186.75,187.489,539.0,0.1999999999999886,1000.0,0.0
111,2010-01-08 10:00:00,187.718,187.741,187.594,188.007,481.0,0.2400000000000091,1000.0,0.0
140,2010-01-11 10:00:00,183.851,184.013,183.799,184.168,596.0,0.1699999999999875,1000.0,0.0
164,2010-01-12 10:00:00,184.577,184.633,184.566,184.878,615.0,0.1500000000000056,1000.0,0.0
188,2010-01-13 10:00:00,183.974,183.754,183.424,183.991,946.0,0.1800000000000068,1000.0,0.0
212,2010-01-14 10:00:00,184.035,183.562,183.353,184.077,538.0,0.1899999999999977,1000.0,0.0
236,2010-01-15 10:00:00,184.791,185.117,184.669,185.176,478.0,0.1899999999999977,1000.0,0.0
265,2010-01-18 10:00:00,186.125,186.101,185.992,186.425,417.0,0.1800000000000068,1000.0,0.0
289,2010-01-19 10:00:00,186.365,185.772,185.765,186.446,785.0,0.1999999999999886,1000.0,0.0
313,2010-01-20 10:00:00,189.021,188.74,188.306,189.021,731.0,0.1500000000000056,1000.0,0.0
337,2010-01-21 10:00:00,193.109,192.818,192.818,193.767,1202.0,0.2999999999999829,1000.0,0.0
361,2010-01-22 10:00:00,191.323,191.586,190.969,191.773,803.0,0.1799999999999784,1000.0,0.0
390,2010-01-25 10:00:00,190.994,191.106,190.846,191.631,638.0,0.1800000000000068,1000.0,0.0
414,2010-01-26 10:00:00,193.826,193.918,193.482,194.023,1084.0,0.1899999999999977,1000.0,0.0
438,2010-01-27 10:00:00,193.501,194.347,193.164,194.347,847.0,0.1800000000000068,1000.0,0.0
462,2010-01-28 10:00:00,193.428,193.422,193.108,193.67,727.0,0.1999999999999886,1000.0,0.0
486,2010-01-29 10:00:00,193.835,193.512,193.45,194.078,792.0,0.1799999999999784,1000.0,0.0
515,2010-02-01 10:00:00,194.508,194.298,194.194,194.834,691.0,0.1799999999999784,1000.0,0.0
539,2010-02-02 10:00:00,193.192,193.76,192.911,193.842,619.0,0.1899999999999977,1000.0,0.0
563,2010-02-03 10:00:00,192.273,192.21,191.917,192.286,637.0,0.2400000000000091,1000.0,0.0
587,2010-02-04 10:00:00,196.852,196.993,196.602,197.395,874.0,0.1999999999999886,1000.0,0.0
611,2010-02-05 10:00:00,200.443,199.818,199.563,200.58,1017.0,0.2399999999999806,1000.0,0.0
640,2010-02-08 10:00:00,199.51,199.171,198.938,199.808,568.0,0.1800000000000068,1000.0,0.0
664,2010-02-09 10:00:00,197.966,198.838,197.84,198.875,770.0,0.2999999999999829,1000.0,0.0
688,2010-02-10 10:00:00,196.209,197.307,196.209,197.334,570.0,0.2999999999999829,1000.0,0.0
712,2010-02-11 10:00:00,197.223,196.761,196.761,197.359,659.0,0.1999999999999886,1000.0,0.0
736,2010-02-12 10:00:00,199.696,198.465,198.106,199.763,814.0,0.1800000000000068,1000.0,0.0
765,2010-02-15 10:00:00,199.669,199.725,199.504,199.746,321.0,0.1899999999999977,1000.0,0.0
789,2010-02-16 10:00:00,199.107,198.627,198.533,199.107,430.0,0.2100000000000079,1000.0,0.0
813,2010-02-17 10:00:00,197.301,196.482,196.423,197.347,558.0,0.1800000000000068,1000.0,0.0
837,2010-02-18 10:00:00,199.864,200.073,199.675,200.425,602.0,0.1800000000000068,1000.0,0.0
861,2010-02-19 10:00:00,201.056,200.735,200.391,201.056,853.0,0.2099999999999795,1000.0,0.0
890,2010-02-22 10:00:00,198.422,198.985,198.21,199.065,563.0,0.200000000000017,1000.0,0.0
914,2010-02-23 10:00:00,197.566,196.806,196.735,197.719,713.0,0.1899999999999977,1000.0,0.0
938,2010-02-24 10:00:00,199.858,199.921,199.853,200.459,834.0,0.1999999999999886,1000.0,0.0
962,2010-02-25 10:00:00,200.117,200.172,199.992,200.67,782.0,0.1899999999999977,1000.0,0.0
986,2010-02-26 10:00:00,198.709,199.324,198.488,199.478,926.0,0.1800000000000068,1000.0,0.0
1016,2010-03-01 10:00:00,197.409,197.309,196.965,197.461,559.0,0.1899999999999977,1000.0,0.0
